pagetitle;topcategory;subcategory;longtitle;alias;description;introtext;content;images;catalogfull;product-sku;max-kapacitet-nosivosti;max-visina-dizanja;max-jacina-baterije;max-brzina-voznje;teziste;opcije;vrsta-motora;vucni-kapacitet;max-visina-komisioniranja;primjena-vilicara;radni-hodnik;okretni-radius
BT Staxio SRE160/160L;BT elektriÄçni viliÄçari - visokopodizni;ElektriÄçni paletni viliÄçari - Toyota Staxio serije;ElektriÄçni paletni viliÄçar BT Staxio R serija - visokopodizni;elektriÄçni-visokopodizni-viliÄçar-bt-staxio-r-sre160-/-sre160l-(elektro);ElektriÄçni viliÄçar niskopodizni serije L je dizajniran da bude jednostavan, siguran i izdrÅ_ljiv, a istovremeno produktivan.;Pogodni za prvi i drugi nivo komisioniranja, naÅ¡i komisioni viliÄçari OSE100 i OSE100W unutar BT Optio L-serije  omoguÄ‡uju nosaÄçu tereta podizanje zajedno s platformom vozaÄça, osiguravajuÄ‡i poveÄ‡anu efikasnost kod komisioniranja na visini. OSE100W nudi otvoreni pristup nosaÄçu tereta, ÄçineÄ‡i lakÅ¡im vozaÄçu manipulirati s teÅ_im materijalama, dok OSE100 ima dodatnu opciju podizanja vilica u visinu struka operatera za poboljÅ¡anu ergonomiju kod komisioniranja. ;<p>Pogodni za intenzivno slaganje, BT Staxio W-serije viliara pruaju veu produktivnost, programibilnim parametrima, visoku putniku brzinu i brzinu dizanja. Vozai viliara imaju koristi od uspravnog sjedeeg poloaja doputajui im da voze u svim smjerovima bez promjene poloaja. Udobnost vozaa je pojaana s podesivim upravljaem i sjedalom koji osiguravaju udoban i siguran rad tijekom dugih smjena.</p><ul><li>nosivost do 1,6 tona pri teitu od 600 mm</li><li>visina podizinja do 6,3 m</li><li>zatitna ograda iznad glave vozaa</li><li>izvrsna vidljivosti</li></ul>;"https://www.skladisna-logistika.hr/assets/galleries/262/318_bt-staxio-r-series-sre_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/262/700_bt-staxio-r-series-sre160_LO-1.jpg;https://www.skladisna-logistika.hr/assets/galleries/262/701_bt-staxio-r-series-sre160_LO-2.jpg";http://www.skladisna-logistika.hr/upload/artikli/sre160_14951.pdf;SRE160/160L;1600;6.3;600;9.4;600;;;;;;;
BT Staxio SRE135/135L;BT elektriÄçni viliÄçari - visokopodizni;ElektriÄçni paletni viliÄçari - Toyota Staxio serije;ElektriÄçni paletni viliÄçar BT Staxio R serija - visokopodizni;elektriÄçni-visokopodizni-viliÄçar-bt-staxio-r-sre135-/-sre135l-(elektro);ElektriÄçni viliÄçar niskopodizni serije L je dizajniran da bude jednostavan, siguran i izdrÅ_ljiv, a istovremeno produktivan.;Pogodni za prvi i drugi nivo komisioniranja, naÅ¡i komisioni viliÄçari OSE100 i OSE100W unutar BT Optio L-serije  omoguÄ‡uju nosaÄçu tereta podizanje zajedno s platformom vozaÄça, osiguravajuÄ‡i poveÄ‡anu efikasnost kod komisioniranja na visini. OSE100W nudi otvoreni pristup nosaÄçu tereta, ÄçineÄ‡i lakÅ¡im vozaÄçu manipulirati s teÅ_im materijalama, dok OSE100 ima dodatnu opciju podizanja vilica u visinu struka operatera za poboljÅ¡anu ergonomiju kod komisioniranja. ;<p>Pogodni za intenzivno slaganje, BT Staxio W-serije viliara pruaju veu produktivnost, programibilnim parametrima, visoku putniku brzinu i brzinu dizanja. Vozai viliara imaju koristi od uspravnog sjedeeg poloaja doputajui im da voze u svim smjerovima bez promjene poloaja. Udobnost vozaa je pojaana s podesivim upravljaem i sjedalom koji osiguravaju udoban i siguran rad tijekom dugih smjena.</p><ul><li>nosivost do 1,35 tona pri teitu od 600 mm</li><li>visina podizinja do 6,3 m</li><li>zatitna ograda iznad glave vozaa</li><li>izvrsna vidljivosti</li></ul>;"https://www.skladisna-logistika.hr/assets/galleries/88/316_bt-staxio-r-series-sre_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/88/698_bt-staxio-r-series-sre_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/sre135_1494.pdf;SRE135/135L;1350;5.4;450;9.4;600;;;;;;;
Toyota Staxio SWE100/120/140 - AKCIJA;Toyota elektriÄçni viliÄçari - visokopodizni;ElektriÄçni paletni viliÄçari - Toyota Staxio serije;ElektriÄçni viliÄçar Toyota Staxio W serija - visokopodizni;elektriÄçni-visokopodizni-viliÄçar-s-kranom-toyota-staxio;Tri modela unutar serije visokopodiznih Staxio viliÄçara dolaze sa BT Powerdrive pogonom kao standardom. ;;"<h3><strong>VELIKA AKCIJA NA SWE100, 120 i 140!</strong></h3><ul><li><h3><strong>SWE100</strong></h3><ul><li><h3><strong>nosivost 1000 kg</strong></h3></li><li><h3>visina dizanja Duplex 2700mm</h3></li><li><h3>baterija 225 Ah</h3></li><li><h3>10% POPUSTA</h3></li></ul></li><li><h3><strong>SWE120</strong></h3><ul><li><h3><strong>nosivost 1200 kg</strong></h3></li><li><h3>visina dizanja Triplex 4500mm</h3></li><li><h3>baterija 225 Ah</h3></li><li><h3>10% POPUSTA</h3></li></ul></li><li><h3><strong>SWE140</strong></h3><ul><li><h3><strong>nosivost 1400 kg</strong></h3></li><li><h3>visina dizanja Triplex 4755mm</h3></li><li><h3>baterija 300 Ah</h3></li><li><h3>10% POPUSTA</h3></li></ul></li></ul><p>&nbsp;</p><p>U Toyota Staxio W-serije T-PowerDrive dolazi kao standard koje omoguava jednostavnost kori&scaron;tenja, performanse i uinkovitost. Nudei nosivost kapaciteta od 0,8 do 1,4 tona. Uz izvrsnu vidljivost kroz kran viliara ovi visokopodizni viliari pruaju intuitivne kontrole i mogu se vozi s upravljaem u uspravnom poloaju za bolju sposobnost manevriranja u skuenim prostorima.</p><ul><li>Nosivost do 1,4 tona pri tei&scaron;tu od 600 mm</li><li>Visina podizanja do 4,8 m</li><li>Ergonomski upravlja</li><li>""Click-2-Creep"" manevriranje</li><li>BT PowerDrive</li><li>Dostupan s litij-ionska baterijom</li></ul>";"https://www.skladisna-logistika.hr/assets/galleries/255/766_Staxio-NOVA.jpg;https://www.skladisna-logistika.hr/assets/galleries/255/245_bt-staxio-swe120_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/255/248_bt-staxio-swe140l_LO__1_.jpg;https://www.skladisna-logistika.hr/assets/galleries/255/246_bt-staxio-w-series-swe120_LO__1_.jpg;https://www.skladisna-logistika.hr/assets/galleries/255/247_bt-staxio-w-series-swe120_LO__2_.jpg";http://www.skladisna-logistika.hr/upload/artikli/swe100_115416.pdf;SWE 100/120/140;1400;4.75;300;6;600;;;;;;;
BT Staxio SPE140/140L;Toyota elektriÄçni viliÄçari - visokopodizni;ElektriÄçni paletni viliÄçari - Toyota Staxio serije;ElektriÄçni viliÄçar BT Staxio P serija - visokopodizni;elektriÄçni-ruÄçni-visokopodizni-viliÄçar-s-kranom-bt-staxio-p-spe140-/-spe140l-(elektro);ElektriÄçni viliÄçar s platformom BT Staxio P serije najbolji su za srednje i teÅ¡ke aplikacije rada. S visinom dizanja do 5.4 metra i kapacitetom nosivosti od 1.25 do 2 tone.;ElektriÄçni viliÄçar s platformom BT Staxio P serije najbolji su za srednje i teÅ¡ke aplikacije rada. S visinom dizanja do 5.4 metra i kapacitetom nosivosti od 1.25 do 2 tone.;"<p class=""kratki""><strong>Elektrini viliar s platformom BT Staxio SPE 140(L) modeli najbolji su za srednje i teke aplikacije rada. Nosivost od 1400 kg s visinom dizanja do 5,4 prua korisniku poveani broj paletnih mjesta u regalnom skladitu. Usprkos poveanju nosivosti i visini dizanja ovaj model je zadrao kompaktan dizajn, a platforma za vozaa i brzina vonje od 10 km/h ini ih pogodnim za prijevoz robe u skladinim prostorima, ali i utovar/istovar kamiona.</strong></p><p class=""kratki""><strong>SPE 140L ima opciju podizanja doljnjih vilica i kuita za bateriju idealnu za prelazak preko utovarnih rampa.</strong></p><ul><li>Kapacitet 1400 kg s teitem od 600 mm</li><li>Visina dizanja sve do 5,4 m</li><li>Brzina kretanja 10 km/h</li><li>BT Powerdrive</li><li>BT Powertrak</li></ul><div class=""kratki""><p>BT<span class=""hps"">Staxio</span><span class=""hps"">P</span><span class=""atn"">-</span>serija, uz ova dva modela, sadri<span class=""hps"">devet</span>visokopodiznih viliara s platformom s razliitim tehnikim karakteristikama i namjenama rada. Raspon nosivosti kree se od 1200 kg do 2000 kg s visinom dizanja sve do 6m to je novitet na tritu. Svi nai<span class=""hps"">viliari s</span><span class=""hps"">platformom</span>opremljeni su <span class=""hps"">BT</span><span class=""hps"">Powerdrive-om</span>,<span class=""hps"">naprednim</span><span class=""hps"">pogonskim</span><span class=""hps"">i</span><span class=""hps"">upravljakim sustavom koji</span><span class=""hps"">poboljava</span>koritenje viliara<span class=""hps"">, izvedbu</span><span class=""hps"">i uinkovitost</span>.</p></div><p class=""kratki""><strong></strong></p>";https://www.skladisna-logistika.hr/assets/galleries/100/325_bt-staxio-spe140l_LO.jpg;;SPE140/140L;1400;5.4;500;10;600;;;;;;;
BT Staxio SPE140S;Toyota elektriÄçni viliÄçari - visokopodizni;ElektriÄçni paletni viliÄçari - Toyota Staxio serije;ElektriÄçni viliÄçar BT Staxio P serija - visokopodizni;elektriÄçni-ruÄçni-visokopodizni-viliÄçar-s-kranom-bt-staxio-p-spe140s;ElektriÄçni viliÄçar s platformom BT Staxio P serije najbolji su za srednje i teÅ¡ke aplikacije rada. S visinom dizanja do 5.4 metra i kapacitetom nosivosti od 1.25 do 2 tone.;ElektriÄçni viliÄçar s platformom BT Staxio P serije najbolji su za srednje i teÅ¡ke aplikacije rada. S visinom dizanja do 6 metara i kapacitetom nosivosti od 1.25 do 2 tone.;"<p class=""kratki""><strong>Elektrini viliar s platformom BT Staxio SPE 140S model dizajniran je s doljnjim vilicama izvan asije viliara to ga ini pogodnim za manipulaciju raznim tipovima paleta i robe. Montaom dodatnih ureaja, kao to su hvataljke za papir ili tehnike ureaje ine ga pogodnim i za zahtjevnije radnje. Nosivost od 1400 kg s visinom dizanja do 6m prua korisniku poveani broj paletnih mjesta u regalnom skladitu kroz dodatnu etau. SPE 140S raspolae s platformom za vozaa i dosee brzinu vonje od 10 km/h. Pogodan je za prijevoz robe u skladinim prostorima.</strong></p><ul><li>Kapacitet 1400 kg s teitem od 600 mm</li><li>Visina dizanja sve do 6 m</li><li>Brzina kretanja 10 km/h</li><li>BT Powerdrive</li><li>BT Powertrak</li></ul><div class=""kratki""><p>BT<span class=""hps"">Staxio</span><span class=""hps"">P</span><span class=""atn"">-</span>serija, uz ovaj model, sadri<span class=""hps"">devet</span>visokopodiznih viliara s platformom s razliitim tehnikim karakteristikama i namjenama rada. Raspon nosivosti kree se od 1200 kg do 2000 kg s visinom dizanja sve do 6m to je novitet na tritu. Svi nai<span class=""hps"">viliari s</span><span class=""hps"">platformom</span>opremljeni su <span class=""hps"">BT</span><span class=""hps"">Powerdrive-om</span>,<span class=""hps"">naprednim</span><span class=""hps"">pogonskim</span><span class=""hps"">i</span><span class=""hps"">upravljakim sustavom koji</span><span class=""hps"">poboljava</span>koritenje viliara<span class=""hps"">, izvedbu</span><span class=""hps"">i uinkovitost</span>.</p><p></p></div>";"https://www.skladisna-logistika.hr/assets/galleries/101/329_bt-staxio-spe140s_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/101/328_bt-staxio-spe140s_LO-1.jpg";;SPE140S;1400;5.35;500;8;600;;;;;;;
BT Staxio SPE160/160L;Toyota elektriÄçni viliÄçari - visokopodizni;ElektriÄçni paletni viliÄçari - Toyota Staxio serije;ElektriÄçni viliÄçar BT Staxio P serija - visokopodizni;elektriÄçni-ruÄçni-visokopodizni-viliÄçar-s-kranom-bt-staxio-p-spe160-/-spe160l-(elektro);ElektriÄçni viliÄçar niskopodizni serije L je dizajniran da bude jednostavan, siguran i izdrÅ_ljiv, a istovremeno produktivan.;Pogodni za prvi i drugi nivo komisioniranja, naÅ¡i komisioni viliÄçari OSE100 i OSE100W unutar BT Optio L-serije  omoguÄ‡uju nosaÄçu tereta podizanje zajedno s platformom vozaÄça, osiguravajuÄ‡i poveÄ‡anu efikasnost kod komisioniranja na visini. OSE100W nudi otvoreni pristup nosaÄçu tereta, ÄçineÄ‡i lakÅ¡im vozaÄçu manipulirati s teÅ_im materijalama, dok OSE100 ima dodatnu opciju podizanja vilica u visinu struka operatera za poboljÅ¡anu ergonomiju kod komisioniranja. ;"<p class=""kratki""><strong>Elektrini viliar s platformom BT Staxio SWE 160(L) modeli najbolji su za srednje i teke aplikacije rada. Nosivost od 1600 kg s visinom dizanja do 6 metara prua korisniku poveani broj paletnih mjesta u regalnom skladitu. Usprkos poveanju nosivosti i visini dizanja ovaj model je zadrao kompaktan dizajn, a platforma za vozaa i brzina vonje od 10 km/h ini ih pogodnim za prijevoz robe u skladinim prostorima, ali i utovar/istovar kamiona.</strong></p><p class=""kratki""><strong>SWE 160L ima opciju podizanja doljnjih vilica i kuita za bateriju idealnu za prelazak preko utovarnih rampa.</strong></p><ul><li>Kapacitet 1400 kg s teitem od 600 mm</li><li><strong>Visina dizanja sve do 6 m</strong></li><li>Brzina kretanja 10 km/h</li><li>BT Powerdrive</li><li>BT Powertrak</li></ul><div class=""kratki""><p>BT<span class=""hps"">Staxio</span><span class=""hps"">P</span><span class=""atn"">-</span>serija, uz ova dva modela, sadri<span class=""hps"">devet</span>visokopodiznih viliara s platformom s razliitim tehnikim karakteristikama i namjenama rada. Raspon nosivosti kree se od 1200 kg do 2000 kg s visinom dizanja sve do 6m to je novitet na tritu. Svi nai<span class=""hps"">viliari s</span><span class=""hps"">platformom</span>opremljeni su <span class=""hps"">BT</span><span class=""hps"">Powerdrive-om</span>,<span class=""hps"">naprednim</span><span class=""hps"">pogonskim</span><span class=""hps"">i</span><span class=""hps"">upravljakim sustavom koji</span><span class=""hps"">poboljava</span>koritenje viliara<span class=""hps"">, izvedbu</span><span class=""hps"">i uinkovitost</span>.</p></div>";"https://www.skladisna-logistika.hr/assets/galleries/102/333_bt-staxio-spe160_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/102/332_bt-staxio-spe160_LO-1.jpg";;SPE160/160L;1600;6;500;10;600;;;;;;;
BT Staxio SPE200/200L;Toyota elektriÄçni viliÄçari - visokopodizni;ElektriÄçni paletni viliÄçari - Toyota Staxio serije;ElektriÄçni viliÄçar BT Staxio P serija - visokopodizni;elektriÄçni-ruÄçni-visokopodizni-viliÄçar-s-kranom-bt-staxio-p-spe200-/-spe200l-(elektro);ElektriÄçni viliÄçar s platformom BT Staxio P serije najbolji su za srednje i teÅ¡ke aplikacije rada. S visinom dizanja do 6 metara i kapacitetom nosivosti od 1.25 do 2 tone.;ElektriÄçni viliÄçar s platformom BT Staxio P serije najbolji su za srednje i teÅ¡ke aplikacije rada. S visinom dizanja do 5.4 metra i kapacitetom nosivosti od 1.25 do 2 tone.;"<p class=""kratki""><strong>Elektrini viliar s platformom BT Staxio SPE 200(L) modeli najbolji su za teke aplikacije rada. Nosivost od 2000 kg s visinom dizanja do 4,8 metara prua korisniku manipulaciju tekim paletama i rad u regalnim skladitima. Ovi vrlo robusni viliari imaju platformu za vozaa s dodatnim sigurnosnim opcijama rukohvata, naslona za lea ili bonih stranica koje vozau pruaju maksimalnu sigurnost i koritenje viliara u njegovim maksimalnim performansama rada. Brzina vonje od 10 km/h ini ih pogodnim i za prijevoz robe u skladinim prostorima i utovar/istovar kamiona.</strong></p><p class=""kratki""><strong>SWE 200L ima opciju podizanja doljnjih vilica i kuita za bateriju idealnu za prelazak preko utovarnih rampa.</strong></p><ul><li>Kapacitet 1400 kg s teitem od 600 mm</li><li>Visina dizanja sve do 4,8 m</li><li>Brzina kretanja 10 km/h</li><li>BT Powerdrive</li><li>BT Powertrak</li></ul><div class=""kratki""><p>BT<span class=""hps"">Staxio</span><span class=""hps"">P</span><span class=""atn"">-</span>serija, uz ova dva modela, sadri<span class=""hps"">devet</span>visokopodiznih viliara s platformom s razliitim tehnikim karakteristikama i namjenama rada. Raspon nosivosti kree se od 1200 kg do 2000 kg s visinom dizanja sve do 6m to je novitet na tritu. Svi nai<span class=""hps"">viliari s</span><span class=""hps"">platformom</span>opremljeni su <span class=""hps"">BT</span><span class=""hps"">Powerdrive-om</span>,<span class=""hps"">naprednim</span><span class=""hps"">pogonskim</span><span class=""hps"">i</span><span class=""hps"">upravljakim sustavom koji</span><span class=""hps"">poboljava</span>koritenje viliara<span class=""hps"">, izvedbu</span><span class=""hps"">i uinkovitost</span>.</p></div>";"https://www.skladisna-logistika.hr/assets/galleries/104/335_bt-staxio-spe160_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/104/334_bt-staxio-spe160_LO-1.jpg";;SPE200/200L;2000;4.05;500;6;600;;;;;;;
BT Staxio SPE200D/200DN;Toyota elektriÄçni viliÄçari - visokopodizni;ElektriÄçni paletni viliÄçari - Toyota Staxio serije;ElektriÄçni viliÄçar BT Staxio P serija - visokopodizni;elektriÄçni-ruÄçni-visokopodizni-viliÄçar-s-kranom-bt-staxio-p-spe200d-/-spe200dn-(elektro);ElektriÄçni viliÄçar s platformom BT Staxio P serije najbolji su za srednje i teÅ¡ke aplikacije rada. S visinom dizanja do 5.4 metra i kapacitetom nosivosti od 1.25 do 2 tone.;;"<p class=""kratki"">Elektrini viliari s platformom BT Staxio SPE 200D/DN serije dizajnirani su i namijenjeni za manipulaciju dvije palete odjednom. Takav rad omoguuju im podizne doljnje vilice koje jednako mogu uzeti paletu kao i gornje. Nosivost od 2000 kg prua mogunost rada s tekim paletama, a da je sigurnost u radu garantirana. Njihova prvotna namjena je manipulacija s dvije palete pa ih to ini idealnima za utovar i istovar kamiona to SPE 200D radi dvostruko bre jer odjednom uzima dvije palete.</p><p class=""kratki"">Brzina od 10 km/h daje im dodatnu vrijednost za prijevoz paleta u skladinim prostorima s mjesta A do mjesta B.</p><ul><li>Kapacitet do 2.000 kg s teitem od 600 mm</li><li>Visina dizanja sve do 2,5 m</li><li>Brzina kretanja 10 km/h</li><li>BT Powerdrive</li><li>BT Powertrak</li></ul><div class=""kratki""><div class=""kratki""><p>BT<span class=""hps"">Staxio</span><span class=""hps"">P</span><span class=""atn"">-</span>serija, uz ova dva modela, sadri<span class=""hps"">devet</span>visokopodiznih viliara s platformom s razliitim tehnikim karakteristikama i namjenama rada. Raspon nosivosti kree se od 1200 kg do 2000 kg s visinom dizanja sve do 6m to je novitet na tritu. Svi nai<span class=""hps"">viliari s</span><span class=""hps"">platformom</span>opremljeni su <span class=""hps"">BT</span><span class=""hps"">Powerdrive-om</span>,<span class=""hps"">naprednim</span><span class=""hps"">pogonskim</span><span class=""hps"">i</span><span class=""hps"">upravljakim sustavom koji</span><span class=""hps"">poboljava</span>koritenje viliara<span class=""hps"">, izvedbu</span><span class=""hps"">i uinkovitost</span>.</p></div></div>";"https://www.skladisna-logistika.hr/assets/galleries/106/337_bt-staxio-spe200d_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/106/336_bt-staxio-spe200d_LO-1.jpg;https://www.skladisna-logistika.hr/assets/galleries/106/651_bt-staxio-spe200d_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/106/652_bt-staxio-spe200d_LO-1.jpg";;SPE200D/200DN;2000;2.5;500;10;600;;;;;;;
BT Optio OME100W;BT elektriÄçni komisioni viliÄçari;ElektriÄçni komisioni viliÄçari - BT Optio serije;ElektriÄçni komisioni viliÄçar BT Optio M serije;komisioni-viliÄçar-bt-optio-m-ome100w;Komisioni viliÄçar iz BT Optio M - serije s visinom komisioniranja do 6.3 metra, idealan je za rad u uskim hodnicima i komisioniranje do srednjeg nivoa regala. ;Komisioni viliÄçar iz BT Optio M - serije s visinom komisioniranja do 6.3 metra, idealan je za rad u uskim hodnicima i komisioniranje do srednjeg nivoa regala. ;"<p class=""kratki""><strong>Komisioni viliar iz BT Optio M - serije s visinom komisioniranja do 6.3 metra, idealan je za rad u uskim hodnicima i komisioniranje do srednjeg nivoa regala.</strong></p><ul><li>Kapacitet sve do 1 tone pri teitu od 600 mm</li><li>Visina dizanja sve do 6,3 m</li><li>Duina vilica 1150 mm</li><li>Uska asija</li><li>BT snani pogon</li><li>Ac pogon</li></ul><p>S visinom komisioniranja do6,3metara,komisioni viliarBTOptioM-serije ukljuujeest modelasrednje razinekomisioniranja.Dizajniranisuza koritenje uogranienim prostorima.Komisioni viliari iz M-serijemoguse koristitiu distribucijskimaplikacijama, kao to suhrana, kuanski aparatii farmaceutski proizvodi.Podiznevilice omoguuju jednostavnopostavljanjekomisioniranihpredmetanapalete.Uzsigurnostkljuna znaajka,visoko komisionihmodelaiznaeM-serijeje isustavBTOptipace,koji automatski prilagoavabrzinu, ubrzanjei koenjeviliarapremavisini dizanja.</p>";https://www.skladisna-logistika.hr/assets/galleries/267/359_bt-optio-m-series-ome100_HI.jpg;http://www.skladisna-logistika.hr/upload/artikli/ome100w_121828.pdf;OME100W;1000;1.53;500;9;600;;;;3.35;;;
BT Optio OSE120/120P;BT elektriÄçni komisioni viliÄçari;ElektriÄçni komisioni viliÄçari - BT Optio serije;ElektriÄçni komisioni viliÄçar BT Optio L serija;komisioni-viliÄçar-bt-optio-l-ose120-/-ose120p;Komisioni viliÄçar iz BT Optio L koriste se Äçesto u komisioniranju robe Å¡iroke potroÅ¡nje, pogodan je i za komisioniranje iz prvog ili drugog reda regala.n.;Komisioni viliÄçar iz BT Optio L koriste se Äçesto u komisioniranju robe Å¡iroke potroÅ¡nje, pogodan je i za komisioniranje iz prvog ili drugog reda regala.;"<p class=""kratki""><strong>Komisioni viliar iz BT Optio L koriste se esto u komisioniranju robe iroke potronje, pogodan je i za komisioniranje iz prvog ili drugog reda regala.</strong></p><ul><li>Kapacitet do 1,2 t nosivosti pri teitu od 1.200 mm</li><li>visine komisioniranja do 2,6 m</li><li>duina vilica sve do 3.350 mm</li><li>Platforma vozaa i kontrole upravljanja koje se podiu</li><li>Podiue vilice</li><li>BT Powerdrive</li></ul><div class=""kratki""><p>BT<span class=""hps"">Optio</span><span class=""hps"">L</span>-serija<span class=""hps"">sastoji se od</span><span class=""hps"">devet</span><span class=""hps"">razliitih</span><span class=""hps"">modela</span>nisko komisionih viliara,<span class=""hps"">s</span><span class=""hps"">razliitim</span><span class=""hps"">opcijama</span><span class=""hps"">u</span><span class=""hps"">nosivostima</span>,visinama komisioniranja<span class=""hps"">i</span><span class=""hps"">dugim vilicama</span>.RasponL<span class=""atn"">-</span>serije<span class=""hps"">ukljuuje</span><span class=""hps"">modele</span><span class=""hps"">s</span><span class=""hps"">podizanjem</span><span class=""hps"">vilica</span><span class=""hps"">za poboljanu</span><span class=""hps"">ergonomiju</span><span class=""hps"">i modele</span><span class=""hps"">s</span>podiznom <span class=""hps"">platformom</span><span class=""hps"">za</span><span class=""hps"">poboljanje efikasnosti i produktivnosti</span>.<span class=""hps"">S</span>visinom dizanja vilica <span class=""hps"">do</span><span class=""hps"">3375</span><span class=""hps"">mm i</span>visinom komisioniranja <span class=""hps"">do visine</span><span class=""hps"">2.8</span><span class=""hps"">metara</span>,<span class=""hps"">vozai mogu</span><span class=""hps"">birati izmeu</span><span class=""hps"">raznih mogunosti</span>koje<span class=""hps"">odgovaraju njihovim potrebama</span><span class=""hps"">rukovanja teretom</span>.<span class=""hps"">Svi</span>komisioni viliari<span class=""hps"">u</span><span class=""hps"">naoj</span><span class=""hps"">L</span>-seriji<span class=""hps"">ukljuuju</span><span class=""hps"">BT</span><span class=""hps"">Powerdrive</span>,<span class=""hps"">integrirani</span>pogonski sustav<span class=""hps"">i</span><span class=""hps"">sustav kontrole koji</span><span class=""hps"">osigurava izvrsne</span><span class=""hps"">performanse i uinkovitost viliara.</span></p></div>";"https://www.skladisna-logistika.hr/assets/galleries/113/339_bt-optio-l-series-ose120p_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/113/338_bt-optio-l-series-ose120p_LO-1.jpg";;OSE120 / OSE120P;1200;0.8;620;12;600;;;;;;;
BT Optio OSE200X;BT elektriÄçni komisioni viliÄçari;ElektriÄçni komisioni viliÄçari - BT Optio serije;ElektriÄçni komisioni viliÄçar BT Optio L serija;komisioni-viliÄçar-bt-optio-l-ose200x;Komisioni viliÄçar iz BT Optio L koriste se Äçesto u komisioniranju robe Å¡iroke potroÅ¡nje, pogodan je i za komisioniranje iz prvog ili drugog reda regala.;Komisioni viliÄçar iz BT Optio L koriste se Äçesto u komisioniranju robe Å¡iroke potroÅ¡nje, pogodan je i za komisioniranje iz prvog ili drugog reda regala.;"<p class=""kratki""><strong>Komisioni viliar iz BT Optio L koriste se esto u komisioniranju robe iroke potronje, pogodan je i za komisioniranje iz prvog ili drugog reda regala.</strong></p><ul><li>Kapacitet do 2 t nosivosti pri teitu od 1.200 mm</li><li>visine komisioniranja do 2,6 m</li><li>duina vilica sve do 3.350 mm</li><li>Platforma vozaa i kontrole upravljanja koje se podiu</li><li>Podiue vilice</li><li>BT Powerdrive</li></ul><div class=""kratki""><p>BT<span class=""hps"">Optio</span><span class=""hps"">L</span>-serija<span class=""hps"">sastoji se od</span><span class=""hps"">devet</span><span class=""hps"">razliitih</span><span class=""hps"">modela</span>nisko komisionih viliara,<span class=""hps"">s</span><span class=""hps"">razliitim</span><span class=""hps"">opcijama</span><span class=""hps"">u</span><span class=""hps"">nosivostima</span>,visinama komisioniranja<span class=""hps"">i</span><span class=""hps"">dugim vilicama</span>.RasponL<span class=""atn"">-</span>serije<span class=""hps"">ukljuuje</span><span class=""hps"">modele</span><span class=""hps"">s</span><span class=""hps"">podizanjem</span><span class=""hps"">vilica</span><span class=""hps"">za poboljanu</span><span class=""hps"">ergonomiju</span><span class=""hps"">i modele</span><span class=""hps"">s</span>podiznom <span class=""hps"">platformom</span><span class=""hps"">za</span><span class=""hps"">poboljanje efikasnosti i produktivnosti</span>.<span class=""hps"">S</span>visinom dizanja vilica <span class=""hps"">do</span><span class=""hps"">3375</span><span class=""hps"">mm i</span>visinom komisioniranja <span class=""hps"">do visine</span><span class=""hps"">2.8</span><span class=""hps"">metara</span>,<span class=""hps"">vozai mogu</span><span class=""hps"">birati izmeu</span><span class=""hps"">raznih mogunosti</span>koje<span class=""hps"">odgovaraju njihovim potrebama</span><span class=""hps"">rukovanja teretom</span>.<span class=""hps"">Svi</span>komisioni viliari<span class=""hps"">u</span><span class=""hps"">naoj</span><span class=""hps"">L</span>-seriji<span class=""hps"">ukljuuju</span><span class=""hps"">BT</span><span class=""hps"">Powerdrive</span>,<span class=""hps"">integrirani</span>pogonski sustav<span class=""hps"">i</span><span class=""hps"">sustav kontrole koji</span><span class=""hps"">osigurava izvrsne</span><span class=""hps"">performanse i uinkovitost viliara.</span></p></div>";"https://www.skladisna-logistika.hr/assets/galleries/115/790_ose200x_HI.jpg;https://www.skladisna-logistika.hr/assets/galleries/115/342_bt-optio-l-series-ose200x_LO.jpg;https://www.skladisna-logistika.hr/assets/galleries/115/343_bt-optio-l-series-ose200x_LO-1.jpg";http://www.skladisna-logistika.hr/upload/artikli/ose200x_113445.pdf;OSE200X;2000;0.8;620;12;600;;;;;;;
